# ABC Life LifePRO Export | Generated: 2024-12-31 | Records: 1000
POL_NUM|INSURER_CD|CLNT_DOB|CLNT_GENDER|SMOKER_IND|PROD_CD|POL_COMM_DT|POL_EXPIRY_DT|POL_TERM_YRS|BASIC_SA|PREM_AMT|PREM_FREQ_CD|PREM_ESCL_RT|PREM_PYMT_TERM|REINSURED|RI_RETENTION|RI_CEDED|RI_TREATY|POL_STAT_CD|VAL_FLAG
POL0000353|ABCLIFE|01/02/1981|1|N|WL01|31/12/2024|||1528000|17227.62|A|0.1||Y|1000000|528000|TRT02|PU|N
POL0000354|ABCLIFE|31/05/1980|2|Y|EN01|31/12/2008|31/12/2028|20|2110000|6988.17|M|0.0|20|Y|2000000|110000|TRT01|IF|Y
POL0000355|ABCLIFE|09/06/1973|2|N|WL01|31/12/2008|||80000|97.91|M|0.0||N|80000|0||IF|Y
POL0000356|ABCLIFE|13/06/1979|2|N|WL01|31/12/2024|||1157000|1779.96|M|0.0||Y|1000000|157000|TRT03|IF|Y
POL0000357|ABCLIFE|23/08/1954|1|N|TL01|31/12/2014|31/12/2039|25|3176000|578.7|M|0.1|25|Y|1000000|2176000|TRT04|IF|Y
POL0000358|ABCLIFE|24/12/1962|2|N|TL01|31/12/2005|31/12/2025|20|2127000|663.24|M|0.05|20|Y|1000000|1127000|TRT03|IF|Y
POL0000359|ABCLIFE|29/09/1981|1|N|WL01|31/12/2016|||1323000|2688.61|M|0.05||Y|1000000|323000|TRT03|IF|Y
POL0000360|ABCLIFE|12/08/1967|1|N|TL01|31/12/2010|31/12/2025|15|2016000|557.65|M|0.1|15|Y|1000000|1016000|TRT02|IF|Y
POL0000361|ABCLIFE|07/06/1974|1|N|TL01|31/12/2020|31/12/2030|10|4751000|2131.15|M|0.05|10|Y|1000000|3751000|TRT01|IF|Y
POL0000362|ABCLIFE|19/06/1990|1|Y|TL01|31/12/2016|31/12/2031|15|2120000|1363.44|M|0.0|15|Y|1000000|1120000|TRT03|IF|Y
POL0000363|ABCLIFE|19/09/1970|1|N|WL01|31/12/2013|||1974000|47245.62|A|0.05||Y|1000000|974000|TRT04|IF|Y
POL0000364|ABCLIFE|02/12/1988|1|N|WL01|31/12/2006|||657000|657.13|M|0.0||N|657000|0||IF|Y
POL0000365|ABCLIFE|06/12/1988|1|N|WL01|31/12/2022|||1635000|29765.57|A|0.1||Y|1000000|635000|TRT04|IF|Y
POL0000366|ABCLIFE|21/03/1982|1|N|TL01|31/12/2016|31/12/2046|30|2770000|1057.91|M|0.05|30|Y|1000000|1770000|TRT02|PU|N
POL0000367|ABCLIFE|09/05/1972|2|N|TL01|31/12/2014|31/12/2044|30|780000|4047.08|A|0.05|30|N|780000|0||IF|Y
POL0000368|ABCLIFE|13/03/1984|1|N|TL01|31/12/2020|31/12/2040|20|557000|144.54|M|0.0|20|N|557000|0||IF|Y
POL0000369|ABCLIFE|05/07/1976|1|Y|EN01|31/12/2014|31/12/2029|15|921000|4510.66|M|0.15|15|N|921000|0||IF|Y
POL0000370|ABCLIFE|18/01/1968|2|N|WL01|31/12/2019|||822000|818.3|M|0.1||N|822000|0||IF|Y
POL0000371|ABCLIFE|28/08/1997|1|Y|TL01|31/12/2024|31/12/2034|10|4774000|2041.41|M|0.0|10|Y|1000000|3774000|TRT01|IF|Y
POL0000372|ABCLIFE|03/09/1984|1|N|TL01|31/12/2018|31/12/2033|15|2261000|641.63|M|0.05|15|Y|1000000|1261000|TRT01|IF|Y
POL0000373|ABCLIFE|03/10/1987|2|N|TL01|31/12/2019|31/12/2039|20|495000|141.33|M|0.0|20|N|495000|0||IF|Y
POL0000374|ABCLIFE|25/07/1998|1|N|TL01|31/12/2022|31/12/2042|20|4274000|1862.88|M|0.0|20|Y|1000000|3274000|TRT02|IF|Y
POL0000375|ABCLIFE|22/09/1966|1|Y|WL01|31/12/2006|||134000|203.5|M|0.05||N|134000|0||IF|Y
POL0000376|ABCLIFE|29/11/1982|1|Y|WL01|31/12/2010|||1810000|10952.03|Q|0.1||Y|1000000|810000|TRT01|IF|Y
POL0000377|ABCLIFE|14/08/1978|1|N|EN01|31/12/2017|31/12/2027|10|416000|1365.86|M|0.1|10|N|416000|0||IF|Y
POL0000378|ABCLIFE|05/03/1984|2|Y|TL01|31/12/2014|31/12/2034|20|2455000|705.6|M|0.05|20|Y|1000000|1455000|TRT02|IF|Y
POL0000379|ABCLIFE|05/04/1969|1|N|WL01|31/12/2017|||1707000|3456.86|M|0.05||Y|1000000|707000|TRT04|IF|Y
POL0000380|ABCLIFE|20/03/1989|1|N|WL01|31/12/2011|||1589000|2705.04|M|0.15||Y|1000000|589000|TRT02|IF|Y
POL0000381|ABCLIFE|08/12/1983|1|Y|TL01|31/12/2018|31/12/2043|25|3281000|803.15|M|0.05|25|Y|1000000|2281000|TRT02|IF|Y
POL0000382|ABCLIFE|14/12/1975|1|N|TL01|31/12/2010|31/12/2035|25|3123000|798.66|M|0.0|25|Y|1000000|2123000|TRT02|IF|Y
POL0000383|ABCLIFE|01/09/1964|1|N|TL01|31/12/2022|31/12/2032|10|3465000|13063.88|A|0.1|10|Y|1000000|2465000|TRT02|IF|Y
POL0000384|ABCLIFE|11/06/1969|2|N|TL01|31/12/2007|31/12/2037|30|2641000|1533.2|M|0.1|30|Y|1000000|1641000|TRT02|IF|Y
POL0000385|ABCLIFE|27/01/1996|2|N|WL01|31/12/2024|||1905000|11099.29|Q|0.05||Y|1000000|905000|TRT02|LA|N
POL0000386|ABCLIFE|17/01/1970|1|N|WL01|31/12/2008|||1476000|2018.61|M|0.05||Y|1000000|476000|TRT01|IF|Y
POL0000387|ABCLIFE|13/03/1973|2|N|EN01|31/12/2008|31/12/2028|20|1610000|5566.57|M|0.05|20|N|1610000|0||IF|Y
POL0000388|ABCLIFE|12/10/1969|1|N|WL01|31/12/2014|||974000|819.37|M|0.15||N|974000|0||IF|Y
POL0000389|ABCLIFE|04/06/1983|1|N|TL01|31/12/2012|31/12/2027|15|3230000|569.67|M|0.05|15|Y|1000000|2230000|TRT02|IF|Y
POL0000390|ABCLIFE|09/03/1989|2|N|EN01|31/12/2021|31/12/2041|20|1689000|8385.27|M|0.1|20|N|1689000|0||PU|N
POL0000391|ABCLIFE|15/03/1974|2|N|TL01|31/12/2007|31/12/2032|25|4053000|946.88|M|0.0|25|Y|1000000|3053000|TRT02|IF|Y
POL0000392|ABCLIFE|19/04/1974|2|N|WL01|31/12/2009|||279000|3522.4|A|0.0||N|279000|0||IF|Y
POL0000393|ABCLIFE|15/08/1972|2|N|TL01|31/12/2010|31/12/2035|25|1031000|403.19|M|0.05|25|Y|1000000|31000|TRT01|IF|Y
POL0000394|ABCLIFE|15/01/1989|2|Y|TL01|31/12/2020|31/12/2040|20|449000|2742.12|A|0.0|20|N|449000|0||IF|Y
POL0000395|ABCLIFE|26/01/1970|1|N|TL01|31/12/2016|31/12/2046|30|2828000|1851.68|M|0.0|30|Y|1000000|1828000|TRT01|IF|Y
POL0000396|ABCLIFE|21/10/1964|1|N|TL01|31/12/2024|31/12/2049|25|3937000|19124.79|A|0.05|25|Y|1000000|2937000|TRT03|IF|Y
POL0000397|ABCLIFE|31/07/1979|1|Y|EN01|31/12/2020|31/12/2035|15|492000|1882.83|M|0.1|15|N|492000|0||IF|Y
POL0000398|ABCLIFE|08/02/1992|2|N|TL01|31/12/2016|31/12/2031|15|4450000|2559.38|M|0.1|15|Y|1000000|3450000|TRT02|IF|Y
POL0000399|ABCLIFE|11/09/1981|2|N|WL01|31/12/2011|||1623000|21381.46|A|0.0||Y|1000000|623000|TRT04|IF|Y
POL0000400|ABCLIFE|03/06/1996|2|Y|TL01|31/12/2020|31/12/2030|10|736000|2162.11|A|0.15|10|N|736000|0||IF|Y
POL0000401|ABCLIFE|08/04/1986|1|Y|WL01|31/12/2013|||1200000|19253.33|A|0.05||Y|1000000|200000|TRT03|IF|Y
POL0000402|ABCLIFE|25/08/1969|1|N|WL01|31/12/2024|||733000|725.94|M|0.05||N|733000|0||IF|Y
POL0000403|ABCLIFE|25/04/1971|1|N|WL01|31/12/2006|||1648000|2649.87|M|0.15||Y|1000000|648000|TRT04|IF|Y
POL0000404|ABCLIFE|11/01/1997|2|N|EN01|31/12/2023|31/12/2038|15|645000|1707.32|M|0.1|15|N|645000|0||IF|Y
POL0000405|ABCLIFE|17/09/1965|2|Y|TL01|31/12/2015|31/12/2025|10|445000|79.72|M|0.05|10|N|445000|0||IF|Y
POL0000406|ABCLIFE|21/08/1985|2|N|TL01|31/12/2013|31/12/2043|30|4753000|8630.32|Q|0.05|30|Y|1000000|3753000|TRT04|IF|Y
POL0000407|ABCLIFE|25/03/2002|1|N|WL01|31/12/2022|||1907000|2748.05|M|0.1||Y|1000000|907000|TRT01|IF|Y
POL0000408|ABCLIFE|20/08/1983|2|N|WL01|31/12/2012|||977000|993.23|M|0.05||N|977000|0||IF|Y
POL0000409|ABCLIFE|23/12/1978|1|N|WL01|31/12/2019|||1461000|2854.34|M|0.0||Y|1000000|461000|TRT02|IF|Y
POL0000410|ABCLIFE|19/08/1987|2|N|TL01|31/12/2020|31/12/2035|15|856000|1175.29|Q|0.05|15|N|856000|0||IF|Y
POL0000411|ABCLIFE||1|N|WL01|31/12/2020|||1525000|2754.47|M|0.1||Y|1000000|525000|TRT02|IF|Y
POL0000412|ABCLIFE|06/01/1977|2|N|TL01|31/12/2014|31/12/2029|15|901000|173.72|M|0.1|15|N|901000|0||IF|Y
POL0000413|ABCLIFE|29/04/1972|1|Y|WL01|31/12/2008|||1046000|1107.42|M|0.1||Y|1000000|46000|TRT04|IF|Y
POL0000414|ABCLIFE|23/03/1992|1|Y|TL01|31/12/2020|31/12/2035|15|1610000|11250.96|A|0.05|15|Y|1000000|610000|TRT01|IF|Y
POL0000415|ABCLIFE|04/04/1995|1|N|EN01|31/12/2024|31/12/2039|15|978000|56097.72|A|0.0|15|N|978000|0||IF|Y
POL0000416|ABCLIFE|10/04/1988|2|Y|TL01|31/12/2016|31/12/2026|10|4871000|2420.36|M|0.05|10|Y|1000000|3871000|TRT03|IF|Y
POL0000417|ABCLIFE|15/03/1975|2|N|TL01|31/12/2008|31/12/2028|20|1703000|5193.3|A|0.0|20|Y|1000000|703000|TRT04|IF|Y
POL0000418|ABCLIFE|10/03/1982|2|N|TL01|31/12/2017|31/12/2047|30|298000|147.2|M|0.05|30|N|298000|0||IF|Y
POL0000419|ABCLIFE|20/01/1985|1|N|EN01|31/12/2017|31/12/2037|20|2600000|11542.9|M|0.0|20|Y|2000000|600000|TRT01|IF|Y
POL0000420|ABCLIFE|25/01/1969|2|N|WL01|31/12/2020|||579000|829.12|M|0.05||N|579000|0||PU|N
POL0000421|ABCLIFE|24/01/1997|1|N|TL01|31/12/2022|31/12/2032|10|2048000|533.55|M|0.1|10|Y|1000000|1048000|TRT01|IF|Y
POL0000422|ABCLIFE|26/09/1962|2|Y|WL01|31/12/2012|||636000|767.34|M|0.1||N|636000|0||IF|Y
POL0000423|ABCLIFE|11/06/1975|2|N|TL01|31/12/2022|31/12/2032|10|3649000|1035.77|M|0.05|10|Y|1000000|2649000|TRT03|IF|Y
POL0000424|ABCLIFE|23/07/1999|1|N|WL01|31/12/2022|||1349000|16351.86|A|0.05||Y|1000000|349000|TRT02|IF|Y
POL0000425|ABCLIFE||1|N|TL01|31/12/2005|31/12/2035|30|1336000|1236.65|Q|0.0|30|Y|1000000|336000|TRT03|IF|Y
POL0000426|ABCLIFE|13/08/1988|2|N|TL01|31/12/2013|31/12/2028|15|3548000|12261.01|A|0.05|15|Y|1000000|2548000|TRT01|IF|Y
POL0000427|ABCLIFE|18/05/1977|2|Y|WL01|31/12/2008|||1173000|2262.44|M|0.0||Y|1000000|173000|TRT04|IF|Y
POL0000428|ABCLIFE|28/10/1985|1|N|EN01|31/12/2016|31/12/2026|10|2050000|28441.58|Q|0.15|10|Y|2000000|50000|TRT01|IF|Y
POL0000429|ABCLIFE|19/06/1978|2|N|EN01|31/12/2009|31/12/2029|20|1515000|13665.93|Q|0.05|20|N|1515000|0||LA|N
POL0000430|ABCLIFE|23/09/1985|1|N|TL01|31/12/2010|31/12/2025|15|4934000|2549.04|M|0.05|15|Y|1000000|3934000|TRT04|PU|N
POL0000431|ABCLIFE|05/08/1979|2|N|TL01|31/12/2023|31/12/2033|10|2388000|740.41|M|0.0|10|Y|1000000|1388000|TRT03|IF|Y
POL0000432|ABCLIFE|07/01/1982|1|N|WL01|31/12/2017|||1804000|2907.86|M|0.1||Y|1000000|804000|TRT01|IF|Y
POL0000433|ABCLIFE|03/07/1986|1|N|TL01|31/12/2021|31/12/2036|15|3278000|1104.19|M|0.1|15|Y|1000000|2278000|TRT03|IF|Y
POL0000434|ABCLIFE|12/04/1976|1|Y|TL01|31/12/2015|31/12/2030|15|4975000|16370.01|A|0.05|15|Y|1000000|3975000|TRT03|IF|Y
POL0000435|ABCLIFE|25/05/1965|1|N|TL01|31/12/2013|31/12/2043|30|4422000|2006.77|M|0.0|30|Y|1000000|3422000|TRT02|IF|Y
POL0000436|ABCLIFE|04/05/1976|2|N|TL01|31/12/2020|31/12/2040|20|1768000|6439.41|A|0.0|20|Y|1000000|768000|TRT04|IF|Y
POL0000437|ABCLIFE|26/02/1983|1|Y|WL01|31/12/2021|||201000|4856.51|A|0.0||N|201000|0||IF|Y
POL0000438|ABCLIFE|08/01/1974|1|N|EN01|31/12/2014|31/12/2029|15|2577000|28442.81|Q|0.05|15|Y|2000000|577000|TRT02|IF|Y
POL0000439|ABCLIFE|26/11/1972|1|N|WL01|31/12/2007|||1563000|26048.16|A|0.05||Y|1000000|563000|TRT02|IF|Y
POL0000440|ABCLIFE|08/03/1982|1|N|TL01|31/12/2016|31/12/2026|10|3989000|1885.26|M|0.15|10|Y|1000000|2989000|TRT02|IF|Y
POL0000441|ABCLIFE|19/02/1987|2|N|TL01|31/12/2023|31/12/2043|20|2761000|1305.65|M|0.0|20|Y|1000000|1761000|TRT02|IF|Y
POL0000442|ABCLIFE|29/07/1980|2|N|TL01|31/12/2012|31/12/2032|20|1782000|1107.19|M|0.1|20|Y|1000000|782000|TRT04|IF|Y
POL0000443|ABCLIFE|26/12/1952|2|N|TL01|31/12/2006|31/12/2026|20|1501000|277.51|M|0.05|20|Y|1000000|501000|TRT04|IF|Y
POL0000444|ABCLIFE|07/05/1994|1|N|TL01|31/12/2020|31/12/2030|10|4628000|1731.92|M|0.15|10|Y|1000000|3628000|TRT02|IF|Y
POL0000445|ABCLIFE|16/09/1972|1|N|WL01|31/12/2009|||905000|1499.45|M|0.05||N|905000|0||IF|Y
POL0000446|ABCLIFE|19/02/1994|1|Y|WL01|31/12/2023|||62000|85.04|M|0.0||N|62000|0||IF|Y
POL0000447|ABCLIFE|07/07/1971|2|N|TL01|31/12/2020|31/12/2035|15|4353000|2357.0|M|0.0|15|Y|1000000|3353000|TRT04|IF|Y
POL0000448|ABCLIFE|12/11/1982|1|N|TL01|31/12/2023|31/12/2038|15|1019000|599.16|M|0.1|15|Y|1000000|19000|TRT01|IF|Y
POL0000449|ABCLIFE|19/05/1992|1|N|TL01|31/12/2015|31/12/2025|10|3014000|1374.91|M|0.05|10|Y|1000000|2014000|TRT02|IF|Y
POL0000450|ABCLIFE|28/05/1973|1|Y|EN01|31/12/2019|31/12/2039|20|1645000|7051.1|M|0.05|20|N|1645000|0||IF|Y
POL0000451|ABCLIFE|23/11/1963|1|Y|TL01|31/12/2005|31/12/2025|20|3955000|21996.44|A|0.05|20|Y|1000000|2955000|TRT01|IF|Y
POL0000452|ABCLIFE|08/02/1997|1|Y|EN01|31/12/2014|31/12/2029|15|510000|21802.22|A|0.05|15|N|510000|0||IF|Y
POL0000453|ABCLIFE|27/09/1980|1|N|TL01|31/12/2016|31/12/2041|25|1088000|1858.72|Q|0.0|25|Y|1000000|88000|TRT04|IF|Y
POL0000454|ABCLIFE|14/02/1977|2|Y|TL01|31/12/2012|31/12/2042|30|4442000|2462.03|M|0.1|30|Y|1000000|3442000|TRT03|IF|Y
POL0000455|ABCLIFE|06/02/1983|1|N|TL01|31/12/2024|31/12/2044|20|3510000|1496.4|M|0.05|20|Y|1000000|2510000|TRT01|IF|Y
POL0000456|ABCLIFE|28/09/1963|1|Y|TL01|31/12/2015|31/12/2040|25|1767000|12497.54|A|0.0|25|Y|1000000|767000|TRT03|IF|Y
POL0000457|ABCLIFE|26/07/1969|1|N|EN01|31/12/2012|31/12/2032|20|2091000|6382.14|M|0.05|20|Y|2000000|91000|TRT02|PU|N
POL0000458|ABCLIFE|14/04/1979|1|Y|TL01|31/12/2016|31/12/2026|10|2904000|7928.33|A|0.1|10|Y|1000000|1904000|TRT03|IF|Y
POL0000459|ABCLIFE|13/01/1991|1|N|TL01|31/12/2020|31/12/2030|10|3769000|2362.66|M|0.05|10|Y|1000000|2769000|TRT04|IF|Y
POL0000460|ABCLIFE|29/03/1988|2|N|TL01|31/12/2020|31/12/2050|30|2476000|2302.77|Q|0.1|30|Y|1000000|1476000|TRT01|IF|Y
POL0000461|ABCLIFE|23/03/2004|2|Y|TL01|31/12/2021|31/12/2051|30|3195000|1903.7|M|0.0|30|Y|1000000|2195000|TRT03|IF|Y
POL0000462|ABCLIFE|22/07/1985|2|N|WL01|31/12/2018|||1328000|1484.83|M|0.1||Y|1000000|328000|TRT03|IF|Y
POL0000463|ABCLIFE|31/10/1992|2|N|TL01|31/12/2020|31/12/2035|15|3602000|886.82|M|0.05|15|Y|1000000|2602000|TRT02|IF|Y
POL0000464|ABCLIFE|12/12/1986|1|Y|TL01|31/12/2017|31/12/2027|10|3171000|1031.17|M|0.1|10|Y|1000000|2171000|TRT01|IF|Y
POL0000465|ABCLIFE|30/11/1983|2|N|TL01|31/12/2018|31/12/2038|20|1197000|295.63|M|0.05|20|Y|1000000|197000|TRT03|IF|Y
POL0000466|ABCLIFE|22/02/1995|1|Y|EN01|31/12/2021|31/12/2031|10|2126000|8480.08|M|0.05|10|Y|2000000|126000|TRT04|IF|Y
POL0000467|ABCLIFE|09/01/1970|1|N|WL01|31/12/2009|||375000|518.56|M|0.1||N|375000|0||IF|Y
POL0000468|ABCLIFE|26/12/1988|1|N|TL01|31/12/2012|31/12/2027|15|3659000|1142.7|M|0.05|15|Y|1000000|2659000|TRT04|IF|Y
POL0000469|ABCLIFE|27/03/1981|2|N|EN01|31/12/2018|31/12/2033|15|1923000|6898.21|M|0.05|15|N|1923000|0||IF|Y
POL0000470|ABCLIFE|21/11/1983|2|Y|TL01|31/12/2024|31/12/2039|15|1071000|3363.56|A|0.1|15|Y|1000000|71000|TRT03|IF|Y
POL0000471|ABCLIFE|02/07/1992|1|N|TL01|31/12/2018|31/12/2028|10|1225000|3619.52|A|0.15|10|Y|1000000|225000|TRT04|IF|Y
POL0000472|ABCLIFE|21/05/1972|1|N|WL01|31/12/2005|||1121000|1778.62|M|0.0||Y|1000000|121000|TRT04|IF|Y
POL0000473|ABCLIFE|30/07/1963|2|N|TL01|31/12/2018|31/12/2033|15|1852000|774.61|M|0.05|15|Y|1000000|852000|TRT04|IF|Y
POL0000474|ABCLIFE|08/12/1983|1|N|EN01|31/12/2021|31/12/2041|20|1082000|9530.76|Q|0.05|20|N|1082000|0||IF|Y
POL0000475|ABCLIFE|07/10/1988|1|N|EN01|31/12/2022|31/12/2042|20|907000|3988.22|M|0.05|20|N|907000|0||IF|Y
POL0000476|ABCLIFE|20/08/1974|2|N|WL01|31/12/2017|||1731000|2079.85|M|0.0||Y|1000000|731000|TRT04|IF|Y
POL0000477|ABCLIFE|25/04/1973|1|N|TL01|31/12/2012|31/12/2037|25|942000|511.84|M|0.15|25|N|942000|0||IF|Y
POL0000478|ABCLIFE|16/08/1984|2|Y|WL01|31/12/2022|||1264000|1735.34|M|0.05||Y|1000000|264000|TRT04|IF|Y
POL0000479|ABCLIFE|16/02/1992|1|N|TL01|31/12/2021|31/12/2031|10|958000|388.51|M|0.1|10|N|958000|0||IF|Y
POL0000480|ABCLIFE|18/08/1994|1|N|TL01|31/12/2021|31/12/2036|15|2858000|1804.48|M|0.05|15|Y|1000000|1858000|TRT04|IF|Y
POL0000481|ABCLIFE|28/01/1993|1|N|EN01|31/12/2013|31/12/2028|15|1448000|3847.2|M|0.0|15|N|1448000|0||IF|Y
POL0000482|ABCLIFE|18/08/1983|1|N|TL01|31/12/2010|31/12/2030|20|2134000|1138.3|M|0.05|20|Y|1000000|1134000|TRT01|IF|Y
POL0000483|ABCLIFE|02/11/1963|2|N|TL01|31/12/2010|31/12/2040|30|955000|250.9|M|0.0|30|N|955000|0||IF|Y
POL0000484|ABCLIFE|15/03/1980|1|Y|WL01|31/12/2007|||156000|1613.01|A|0.05||N|156000|0||PU|N
POL0000485|ABCLIFE|30/12/1991|2|Y|WL01|31/12/2024|||1767000|29413.09|A|0.05||Y|1000000|767000|TRT01|IF|Y
POL0000486|ABCLIFE|12/10/1992|1|Y|TL01|31/12/2021|31/12/2036|15|197000|124.43|M|0.0|15|N|197000|0||IF|Y
POL0000487|ABCLIFE|24/01/1979|2|N|TL01|31/12/2020|31/12/2030|10|2299000|426.69|M|0.05|10|Y|1000000|1299000|TRT02|IF|Y
POL0000488|ABCLIFE|01/08/1962|1|N|TL01|31/12/2009|31/12/2029|20|774000|203.68|M|0.05|20|N|774000|0||IF|Y
POL0000489|ABCLIFE|14/12/1970|1|N|TL01|31/12/2008|31/12/2033|25|628000|282.02|M|0.0|25|N|628000|0||IF|Y
POL0000490|ABCLIFE|05/04/1980|1|N|TL01|31/12/2016|31/12/2026|10|1087000|627.85|M|0.05|10|Y|1000000|87000|TRT01|IF|Y
POL0000491|ABCLIFE|04/12/1984|2|N|WL01|31/12/2017|||882000|1452.51|M|0.05||N|882000|0||IF|Y
POL0000492|ABCLIFE|01/03/1987|1|N|TL01|31/12/2008|31/12/2038|30|4593000|2961.73|M|0.1|30|Y|1000000|3593000|TRT02|IF|Y
POL0000493|ABCLIFE|16/05/1995|2|N|WL01|31/12/2024|||1476000|21460.97|A|0.15||Y|1000000|476000|TRT02|IF|Y
POL0000494|ABCLIFE|01/07/1985|2|N|TL01|31/12/2015|31/12/2035|20|1727000|1032.74|M|0.1|20|Y|1000000|727000|TRT03|IF|Y
POL0000495|ABCLIFE|10/03/1954|1|N|EN01|31/12/2008|31/12/2028|20|1859000|18619.45|Q|0.0|20|N|1859000|0||IF|Y
POL0000496|ABCLIFE|10/12/1968|1|N|TL01|31/12/2011|31/12/2031|20|1329000|645.59|M|0.05|20|Y|1000000|329000|TRT01|IF|Y
POL0000497|ABCLIFE|16/04/1971|1|Y|TL01|31/12/2008|31/12/2038|30|4333000|1036.9|M|0.0|30|Y|1000000|3333000|TRT04|IF|Y
POL0000498|ABCLIFE|09/03/1997|2|N|TL01|31/12/2024|31/12/2044|20|888000|492.37|M|0.1|20|N|888000|0||IF|Y
POL0000499|ABCLIFE|03/02/1958|1|Y|TL01|31/12/2005|31/12/2030|25|1561000|824.79|M|0.1|25|Y|1000000|561000|TRT03|IF|Y
POL0000500|ABCLIFE|24/08/1967|2|N|EN01|31/12/2008|31/12/2033|25|2789000|9877.73|M|0.05|25|Y|2000000|789000|TRT04|IF|Y
POL0000501|ABCLIFE|11/04/1976|1|N|TL01|31/12/2011|31/12/2031|20|2196000|3826.17|Q|0.05|20|Y|1000000|1196000|TRT04|IF|Y
POL0000502|ABCLIFE|27/01/1989|2|N|TL01|31/12/2018|31/12/2033|15|3636000|2113.19|M|0.05|15|Y|1000000|2636000|TRT02|IF|Y
POL0000503|ABCLIFE|23/10/1982|1|N|TL01|31/12/2024|31/12/2034|10|2332000|12525.79|A|0.05|10|Y|1000000|1332000|TRT01|LA|N
POL0000504|ABCLIFE|21/08/1965|1|N|TL01|31/12/2012|31/12/2027|15|300000|80.18|M|0.05|15|N|300000|0||IF|Y
POL0000505|ABCLIFE|26/10/1986|1|Y|WL01|31/12/2015|||1645000|2963.82|M|0.05||Y|1000000|645000|TRT03|IF|Y
POL0000506|ABCLIFE|24/10/1979|1|N|TL01|31/12/2020|31/12/2030|10|1985000|1110.39|M|0.0|10|Y|1000000|985000|TRT02|PU|N
POL0000507|ABCLIFE|21/12/1968|2|N|EN01|31/12/2016|31/12/2026|10|1357000|4840.87|M|0.1|10|N|1357000|0||IF|Y
POL0000508|ABCLIFE|15/04/1975|2|Y|TL01|31/12/2011|31/12/2026|15|4078000|26231.97|A|0.15|15|Y|1000000|3078000|TRT02|IF|Y
POL0000509|ABCLIFE|15/05/1960|1|Y|WL01|31/12/2011|||1508000|3012.84|M|0.05||Y|1000000|508000|TRT02|IF|Y
POL0000510|ABCLIFE|09/07/1990|1|N|TL01|31/12/2018|31/12/2028|10|3726000|2129.6|M|0.1|10|Y|1000000|2726000|TRT01|IF|Y
POL0000511|ABCLIFE|13/07/1981|2|Y|TL01|31/12/2008|31/12/2033|25|3446000|935.47|M|0.05|25|Y|1000000|2446000|TRT01|IF|Y
POL0000512|ABCLIFE|27/09/1997|1|N|TL01|31/12/2017|31/12/2027|10|4572000|13071.68|A|0.05|10|Y|1000000|3572000|TRT04|IF|Y
POL0000513|ABCLIFE|11/06/1956|1|N|WL01|31/12/2009|||538000|7851.51|A|0.0||N|538000|0||IF|Y
POL0000514|ABCLIFE|12/04/1986|1|N|WL01|31/12/2020|||830000|3916.01|Q|0.0||N|830000|0||IF|Y
POL0000515|ABCLIFE|13/10/1981|1|N|TL01|31/12/2016|31/12/2036|20|813000|315.85|M|0.05|20|N|813000|0||IF|Y
POL0000516|ABCLIFE|07/08/1972|2|N|TL01|31/12/2020|31/12/2030|10|1781000|9106.05|A|0.05|10|Y|1000000|781000|TRT02|IF|Y
POL0000517|ABCLIFE|05/05/1986|1|Y|WL01|31/12/2013|||1122000|1776.35|M|0.05||Y|1000000|122000|TRT02|IF|Y
POL0000518|ABCLIFE|20/09/1974|2|N|WL01|31/12/2009|||175000|184.35|M|0.1||N|175000|0||PU|N
POL0000519|ABCLIFE|08/01/1976|2|Y|TL01|31/12/2022|31/12/2037|15|596000|377.29|M|0.05|15|N|596000|0||IF|Y
POL0000520|ABCLIFE|25/11/1972|2|Y|TL01|31/12/2014|31/12/2029|15|2556000|10111.4|A|0.0|15|Y|1000000|1556000|TRT01|LA|N
POL0000521|ABCLIFE|26/08/1981|2|N|WL01|31/12/2017|||1448000|8781.69|Q|0.05||Y|1000000|448000|TRT04|IF|Y
POL0000522|ABCLIFE|21/02/1976|1|N|WL01|31/12/2018|||68000|110.52|M|0.15||N|68000|0||IF|Y
POL0000523|ABCLIFE|14/01/1984|1|Y|TL01|31/12/2018|31/12/2038|20|2785000|544.31|M|0.05|20|Y|1000000|1785000|TRT04|IF|Y
POL0000524|ABCLIFE|13/08/1984|2|N|TL01|31/12/2017|31/12/2037|20|1212000|708.39|M|0.1|20|Y|1000000|212000|TRT03|IF|Y
POL0000525|ABCLIFE|31/05/1984|2|N|TL01|31/12/2019|31/12/2049|30|3701000|2177.9|Q|0.05|30|Y|1000000|2701000|TRT03|IF|Y
POL0000526|ABCLIFE|03/04/1983|1|Y|TL01|31/12/2013|31/12/2033|20|3586000|1606.59|M|0.05|20|Y|1000000|2586000|TRT02|IF|Y
POL0000527|ABCLIFE|19/03/1994|2|N|TL01|31/12/2017|31/12/2047|30|2230000|1356.64|M|0.05|30|Y|1000000|1230000|TRT01|IF|Y
POL0000528|ABCLIFE|27/07/1971|1|N|TL01|31/12/2016|31/12/2026|10|3759000|655.44|M|0.05|10|Y|1000000|2759000|TRT01|IF|Y
POL0000529|ABCLIFE|31/08/1963|1|N|WL01|31/12/2004|||1673000|3211.15|M|0.05||Y|1000000|673000|TRT03|IF|Y
